claim,speaker,subject,label,label_str
The Paul Ryan budget proposal would privatize Medicare.,agenda-project,"federal-budget,health-care,medicare",1,mostly-true
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,steven-teske,"criminal-justice,education",1,mostly-true
The United States imprisons more than any nation in the world.,hank-johnson,criminal-justice,1,half-true
Says Marco Rubio is the one for an open border.,rand-paul,immigration,0,pants-fire
"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",dave-brat,"education,federal-budget",1,mostly-true
Says cuts to Medicare affect people who have already paid in. We paid for it.,national-republican-senatorial-committee,"federal-budget,health-care,medicare",0,barely-true
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,kesha-rogers,"bipartisanship,campaign-finance,candidates-biography",0,barely-true
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,sheldon-whitehouse,"federal-budget,health-care",1,true
Providences port is 200 miles closer to Europe than any other Eastern port.,james-bennett,"economy,infrastructure,trade,transportation",0,false
Says you need a photo ID to purchase Sudafed in Texas.,rick-perry,"elections,legal-issues",1,true
Twenty percent of housing in Portlands Pearl District is affordable.,tom-hughes,"housing,infrastructure,taxes,urban",1,mostly-true
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",jeff-merkley,taxes,1,mostly-true
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,barack-obama,foreign-policy,1,half-true
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,sheila-oliver,"jobs,unions",1,half-true
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",judd-gregg,federal-budget,1,true
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,donald-trump,veterans,0,barely-true
We now have driven (health care) costs down to the lowest theyve been in 50 years.,hillary-clinton,health-care,0,false
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",dick-cheney,"homeland-security,terrorism,abc-news-week",1,half-true
"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",national-republican-senatorial-committee,"stimulus,taxes",1,half-true
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",michael-moore,taxes,1,mostly-true
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",hillary-clinton,"corrections-and-updates,guns,homeland-security",1,mostly-true
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,bill-richardson,iraq,0,barely-true
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,barack-obama,"health-care,supreme-court",0,false
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,paul-sarlo,taxes,1,half-true
Warren (Buffett) still does support me.,barack-obama,economy,1,true
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,connie-mack,"candidates-biography,jobs",1,true
A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,facebook-posts,elections,0,false
"About 230,000 people that were on unemployment when I took office are not on unemployment now.",rick-scott,"economy,workers",1,mostly-true
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",rush-limbaugh,"children,health-care,public-health,pundits",0,barely-true
Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,allen-west,immigration,0,pants-fire
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,evan-feinberg,"criminal-justice,health-care,legal-issues,privacy",0,false
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",bill-white,crime,1,true
Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,facebook-posts,"corrections-and-updates,obama-birth-certificate",0,pants-fire
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",moveon,economy,0,barely-true
"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",ken-cuccinelli,"education,state-budget,taxes",0,false
"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",donald-trump,"candidates-biography,women,workers",1,half-true
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",gwen-moore,"crime,criminal-justice,women",1,mostly-true
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,rudy-giuliani,"crime,homeland-security,legal-issues,terrorism,abc-news-week",1,half-true
On legalizing illegal immigrants.,lou-dobbs,immigration,1,half-true
Nearly half of all pregnancies in the U.S. are unintended.,edith-ajello,"abortion,census,children,families,health-care,public-health,women",1,true
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",john-mccain,energy,1,half-true
"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",doug-thomas,housing,1,half-true
"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",steve-latourette,"economy,federal-budget",1,half-true
The top 1 percent pay over half of the entire revenue for this country.,trent-franks,taxes,0,false
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,scott-walker,"state-budget,state-finances,taxes",0,barely-true
Chris Christie has not increased the taxes on anyone.,kim-guadagno,taxes,1,half-true
The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,marco-rubio,"agriculture,immigration,workers",0,barely-true
Says he never said he would keep education funding the same.,rick-scott,"education,state-budget",0,false
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",scott-walker,education,1,true
"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",ted-strickland,medicare,1,half-true
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",thomas-brown,education,1,mostly-true
(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,moveon,israel,0,false
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,us-chamber-commerce,"energy,message-machine-2012,taxes",0,barely-true
Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,scott-brown,"energy,taxes,voting-record",0,barely-true
